date,client_type,product,unitprice,quantity,total,payment,calculated_total
2025-07-11,Wholesale,Harley-Davidson Street 750,499000,30,14970000,Cash,14970000
2025-08-03,Wholesale,Honda CRF300L,284900,28,7977200,Transfer,7977200
2025-06-27,Wholesale,Benelli 502C,349000,46,16054000,Credit card,16054000
2025-08-02,Retail,Yamaha Sniper 155,125900,6,755400,Credit card,755400
2025-06-17,Retail,KTM RC 200,198000,15,2970000,Transfer,2970000
2025-08-12,Retail,Kawasaki Z400,331000,17,5627000,Cash,5627000
2025-07-03,Retail,Bajaj Dominar 400,199900,50,9995000,Cash,9995000
2025-08-23,Wholesale,CFMoto 300SR,165000,39,6435000,Cash,6435000
2025-08-10,Wholesale,Bajaj Dominar 400,199900,46,9195400,Cash,9195400
2025-08-31,Retail,Bajaj CT125,67900,22,1493800,Cash,1493800
2025-06-29,Wholesale,CFMoto 300SR,165000,37,6105000,Credit card,6105000
2025-06-13,Retail,Yamaha Aerox 155,124000,15,1860000,Credit card,1860000
2025-07-16,Wholesale,Suzuki Burgman Street 125,80900,16,1294400,Cash,1294400
2025-07-05,Retail,Suzuki Raider R150 Fi,119900,7,839300,Cash,839300
2025-06-06,Wholesale,Suzuki Raider R150 Fi,119900,5,599500,Transfer,599500
2025-08-21,Wholesale,BMW R nineT,995000,5,4975000,Cash,4975000
2025-08-08,Retail,Suzuki Raider R150 Fi,119900,1,119900,Cash,119900
2025-07-17,Wholesale,Honda CRF300L,284900,11,3133900,Cash,3133900
2025-06-25,Wholesale,Bristol Bobber 650,398000,4,1592000,Transfer,1592000
2025-08-05,Retail,TVS Apache RTR 200 4V,129000,9,1161000,Cash,1161000
2025-06-10,Wholesale,Honda Click 125i,80900,2,161800,Cash,161800
2025-07-26,Retail,CFMoto 300NK,165000,8,1320000,Credit card,1320000
2025-06-30,Retail,Keeway RKS 150 Sport,68900,15,1033500,Credit card,1033500
2025-06-05,Retail,Vespa GTS Super 300,398000,4,1592000,Transfer,1592000
2025-07-03,Wholesale,Bajaj CT125,67900,47,3191300,Transfer,3191300
2025-08-04,Retail,Suzuki GSX-S150,125000,31,3875000,Transfer,3875000
2025-06-18,Wholesale,Kawasaki Ninja 400,340000,5,1700000,Transfer,1700000
2025-07-19,Wholesale,Suzuki Avenis 125,79900,6,479400,Transfer,479400
2025-06-11,Retail,Bristol Bobber 650,398000,7,2786000,Credit card,2786000
2025-08-24,Wholesale,Bristol Veloce 500,328000,8,2624000,Transfer,2624000
2025-06-26,Wholesale,Zontes 310X,248000,6,1488000,Credit card,1488000
2025-08-02,Wholesale,Suzuki Avenis 125,79900,1,79900,Cash,79900
2025-08-28,Wholesale,Royal Enfield Classic 350,250000,6,1500000,Transfer,1500000
2025-08-25,Wholesale,Honda CRF300L,284900,23,6552700,Credit card,6552700
2025-07-29,Retail,Vespa Primavera 150,210000,10,2100000,Credit card,2100000
2025-06-27,Retail,SYM Husky 150,72900,8,583200,Credit card,583200
2025-07-19,Retail,Yamaha MT-15,178000,29,5162000,Cash,5162000
2025-08-16,Wholesale,CFMoto 300SR,165000,16,2640000,Credit card,2640000
2025-07-03,Retail,Yamaha XMAX 300,319000,19,6061000,Cash,6061000
2025-06-01,Wholesale,Suzuki Raider R150 Fi,119900,3,359700,Credit card,359700
2025-06-21,Retail,Benelli 502C,349000,19,6631000,Transfer,6631000
2025-07-25,Wholesale,TVS Apache RTR 200 4V,129000,33,4257000,Transfer,4257000
2025-06-06,Wholesale,Aprilia SR GT 200,219000,7,1533000,Cash,1533000
2025-08-31,Wholesale,Yamaha XSR155,182000,11,2002000,Credit card,2002000
2025-07-25,Retail,Honda CBR500R,389000,16,6224000,Credit card,6224000
2025-08-08,Retail,KTM 790 Duke,599000,45,26955000,Cash,26955000
2025-06-05,Retail,Bristol Bobber 650,398000,13,5174000,Transfer,5174000
2025-06-03,Retail,Suzuki Burgman Street 125,80900,33,2669700,Credit card,2669700
2025-07-23,Wholesale,Benelli 502C,349000,11,3839000,Cash,3839000
2025-06-23,Wholesale,Yamaha Serow 250,299000,11,3289000,Transfer,3289000
2025-07-23,Wholesale,Bristol Bobber 650,398000,19,7562000,Transfer,7562000
2025-07-07,Retail,Honda Rebel 1100,650000,41,26650000,Credit card,26650000
2025-08-13,Retail,Moto Guzzi V7 Stone,689000,4,2756000,Credit card,2756000
2025-08-13,Retail,Bristol Veloce 500,328000,31,10168000,Credit card,10168000
2025-08-22,Retail,Honda CBR500R,389000,16,6224000,Transfer,6224000
2025-06-17,Wholesale,SYM Husky 150,72900,32,2332800,Transfer,2332800
2025-08-24,Retail,Kawasaki Ninja 400,340000,6,2040000,Transfer,2040000
2025-08-17,Wholesale,Yamaha Sniper 155,125900,14,1762600,Cash,1762600
2025-08-12,Retail,Vespa GTS Super 300,398000,17,6766000,Credit card,6766000
2025-06-01,Wholesale,Keeway RKS 150 Sport,68900,21,1446900,Transfer,1446900
2025-07-21,Wholesale,Kawasaki KLX 230,199000,11,2189000,Credit card,2189000
2025-07-15,Wholesale,Vespa Primavera 150,210000,15,3150000,Transfer,3150000
2025-08-16,Retail,Yamaha XSR155,182000,14,2548000,Cash,2548000
2025-06-04,Retail,Bristol Veloce 500,328000,21,6888000,Transfer,6888000
2025-08-01,Retail,Yamaha MT-15,178000,13,2314000,Credit card,2314000
2025-08-04,Retail,BMW R nineT,995000,7,6965000,Cash,6965000
2025-07-02,Wholesale,Honda CBR500R,389000,3,1167000,Cash,1167000
2025-07-04,Retail,CFMoto 300SR,165000,12,1980000,Credit card,1980000
2025-08-31,Retail,Yamaha Serow 250,299000,10,2990000,Transfer,2990000
2025-08-11,Retail,Vespa Primavera 150,210000,10,2100000,Transfer,2100000
2025-07-09,Retail,Motorstar Xplorer 250R,78900,16,1262400,Transfer,1262400
2025-06-26,Retail,Honda ADV 160,164900,19,3133100,Transfer,3133100
2025-07-04,Retail,Suzuki Avenis 125,79900,15,1198500,Cash,1198500
2025-07-24,Retail,Moto Guzzi V7 Stone,689000,12,8268000,Credit card,8268000
2025-06-03,Retail,Keeway RKS 150 Sport,68900,5,344500,Transfer,344500
2025-07-20,Retail,Yamaha XMAX 300,319000,2,638000,Transfer,638000
2025-06-12,Wholesale,Keeway RKS 150 Sport,68900,11,757900,Cash,757900
2025-08-04,Retail,KTM RC 200,198000,29,5742000,Cash,5742000
2025-07-24,Retail,Yamaha Serow 250,299000,33,9867000,Credit card,9867000
2025-06-05,Retail,Honda Click 125i,80900,28,2265200,Transfer,2265200
2025-07-27,Wholesale,Zontes 310X,248000,29,7192000,Credit card,7192000
2025-06-17,Retail,Benelli 502C,349000,41,14309000,Credit card,14309000
2025-07-17,Wholesale,CFMoto 300SR,165000,37,6105000,Transfer,6105000
2025-06-23,Retail,Suzuki GSX-S150,125000,15,1875000,Transfer,1875000
2025-08-18,Wholesale,Suzuki Avenis 125,79900,11,878900,Credit card,878900
2025-08-24,Retail,Bajaj Dominar 400,199900,17,3398300,Cash,3398300
2025-06-14,Wholesale,Keeway RKS 150 Sport,68900,5,344500,Transfer,344500
2025-08-05,Retail,Bristol Veloce 500,328000,36,11808000,Credit card,11808000
2025-08-14,Wholesale,Yamaha XSR155,182000,33,6006000,Credit card,6006000
2025-07-21,Retail,Yamaha XSR155,182000,11,2002000,Transfer,2002000
2025-07-08,Retail,Yamaha NMAX 155,151900,3,455700,Transfer,455700
2025-08-03,Retail,KTM Duke 200,178000,1,178000,Credit card,178000
2025-07-08,Retail,BMW R nineT,995000,10,9950000,Cash,9950000
2025-07-20,Retail,Moto Morini X-Cape 650,369000,20,7380000,Credit card,7380000
2025-08-21,Wholesale,Kawasaki Ninja 400,340000,12,4080000,Credit card,4080000
2025-06-30,Wholesale,Aprilia SR GT 200,219000,39,8541000,Transfer,8541000
2025-08-18,Wholesale,Harley-Davidson Street 750,499000,47,23453000,Cash,23453000
2025-08-30,Wholesale,Italjet Dragster 200,289000,11,3179000,Credit card,3179000
2025-07-21,Wholesale,Suzuki Raider R150 Fi,119900,15,1798500,Transfer,1798500
2025-08-02,Retail,Suzuki Burgman Street 125,80900,47,3802300,Cash,3802300
2025-07-22,Wholesale,Rusi Flash 125,48000,11,528000,Cash,528000
2025-07-08,Retail,CFMoto 300SR,165000,1,165000,Credit card,165000
2025-08-27,Retail,Kawasaki KLX 230,199000,13,2587000,Credit card,2587000
2025-08-18,Wholesale,Yamaha FZi 150,99900,4,399600,Transfer,399600
2025-06-30,Wholesale,Royal Enfield Classic 350,250000,30,7500000,Cash,7500000
2025-07-21,Wholesale,BMW R nineT,995000,14,13930000,Cash,13930000
2025-08-20,Retail,Bajaj Dominar 400,199900,20,3998000,Credit card,3998000
2025-06-05,Retail,Kawasaki Ninja 400,340000,5,1700000,Transfer,1700000
2025-06-29,Retail,Yamaha Sniper 155,125900,7,881300,Credit card,881300
2025-06-04,Wholesale,Honda ADV 160,164900,5,824500,Cash,824500
2025-06-10,Wholesale,BMW R nineT,995000,5,4975000,Credit card,4975000
2025-07-26,Wholesale,SYM Husky 150,72900,11,801900,Cash,801900
2025-06-17,Wholesale,Aprilia SR GT 200,219000,24,5256000,Transfer,5256000
2025-08-13,Retail,Yamaha Aerox 155,124000,6,744000,Transfer,744000
2025-06-17,Retail,Vespa Primavera 150,210000,48,10080000,Unknown,10080000
2025-08-23,Retail,Benelli 502C,349000,25,8725000,Cash,8725000
2025-08-27,Wholesale,Kawasaki KLX 230,199000,17,3383000,Credit card,3383000
2025-08-08,Retail,Husqvarna Svartpilen 401,295000,31,9145000,Cash,9145000
2025-07-04,Wholesale,Yamaha NMAX 155,151900,29,4405100,Credit card,4405100
2025-06-06,Wholesale,Kawasaki Z400,331000,3,993000,Credit card,993000
2025-07-23,Retail,CFMoto 650MT,345000,10,3450000,Credit card,3450000
2025-08-05,Wholesale,Honda CBR500R,389000,12,4668000,Transfer,4668000
2025-08-16,Retail,Yamaha Serow 250,299000,29,8671000,Cash,8671000
2025-07-13,Wholesale,CFMoto 650MT,345000,42,14490000,Credit card,14490000
2025-08-14,Retail,CFMoto 650MT,345000,18,6210000,Transfer,6210000
2025-06-23,Wholesale,Aprilia SR GT 200,219000,17,3723000,Transfer,3723000
2025-07-25,Retail,Bajaj CT125,67900,11,746900,Cash,746900
2025-08-19,Wholesale,Bristol Bobber 650,398000,8,3184000,Transfer,3184000
2025-08-14,Wholesale,Yamaha NMAX 155,151900,41,6227900,Transfer,6227900
2025-06-16,Retail,Yamaha FZi 150,99900,19,1898100,Credit card,1898100
2025-06-08,Retail,Suzuki Burgman Street 125,80900,18,1456200,Credit card,1456200
2025-06-04,Retail,BMW R nineT,995000,8,7960000,Transfer,7960000
2025-06-04,Retail,Rusi Flash 125,48000,6,288000,Transfer,288000
2025-07-26,Retail,Yamaha FZi 150,99900,6,599400,Credit card,599400
2025-06-25,Retail,CFMoto 300NK,165000,2,330000,Transfer,330000
2025-08-06,Wholesale,Bajaj Dominar 400,199900,24,4797600,Cash,4797600
2025-08-06,Retail,BMW G 310 GS,320000,28,8960000,Credit card,8960000
2025-06-27,Retail,CFMoto 300SR,165000,19,3135000,Credit card,3135000
2025-07-02,Wholesale,Royal Enfield Classic 350,250000,19,4750000,Credit card,4750000
2025-07-20,Wholesale,Bristol Bobber 650,398000,28,11144000,Transfer,11144000
2025-07-31,Wholesale,Vespa Primavera 150,210000,3,630000,Cash,630000
2025-07-21,Retail,Italjet Dragster 200,289000,46,13294000,Cash,13294000
2025-06-19,Retail,Zontes GK350,269000,13,3497000,Credit card,3497000
2025-06-21,Retail,SYM Jet X 150,128000,20,2560000,Transfer,2560000
2025-06-05,Wholesale,Yamaha Aerox 155,124000,29,3596000,Cash,3596000
2025-08-21,Wholesale,Rusi Flash 125,48000,13,624000,Credit card,624000
2025-08-31,Retail,Vespa Primavera 150,210000,6,1260000,Transfer,1260000
2025-07-12,Retail,Husqvarna Svartpilen 401,295000,43,12685000,Cash,12685000
2025-07-31,Retail,Benelli 502C,349000,17,5933000,Transfer,5933000
2025-06-22,Retail,Rusi Flash 125,48000,5,240000,Credit card,240000
2025-06-21,Wholesale,Honda ADV 160,164900,12,1978800,Transfer,1978800
2025-08-09,Retail,Yamaha XMAX 300,319000,1,319000,Transfer,319000
2025-06-01,Wholesale,Moto Guzzi V7 Stone,689000,12,8268000,Transfer,8268000
2025-06-05,Wholesale,KTM 790 Duke,599000,34,20366000,Transfer,20366000
2025-06-12,Wholesale,Zontes GK350,269000,17,4573000,Credit card,4573000
2025-08-29,Retail,Yamaha Sniper 155,125900,8,1007200,Transfer,1007200
2025-07-16,Retail,Suzuki Raider R150 Fi,119900,4,479600,Credit card,479600
2025-07-04,Retail,Suzuki Avenis 125,79900,9,719100,Cash,719100
2025-07-19,Retail,Honda CBR500R,389000,16,6224000,Transfer,6224000
2025-08-17,Retail,Vespa GTS Super 300,398000,17,6766000,Credit card,6766000
2025-08-29,Wholesale,Keeway RKS 150 Sport,68900,29,1998100,Cash,1998100
2025-07-15,Retail,Italjet Dragster 200,289000,26,7514000,Cash,7514000
2025-06-27,Retail,Vespa Primavera 150,210000,16,3360000,Credit card,3360000
2025-08-12,Retail,Bristol Bobber 650,398000,6,2388000,Credit card,2388000
2025-06-26,Retail,BMW R nineT,995000,15,14925000,Credit card,14925000
2025-07-17,Retail,Moto Morini X-Cape 650,369000,13,4797000,Cash,4797000
2025-08-25,Wholesale,Honda CRF300L,284900,13,3703700,Credit card,3703700
2025-07-26,Retail,TVS Apache RTR 200 4V,129000,7,903000,Credit card,903000
2025-08-02,Wholesale,SYM Husky 150,72900,13,947700,Transfer,947700
2025-07-18,Wholesale,Benelli 502C,349000,18,6282000,Credit card,6282000
2025-07-31,Wholesale,Suzuki GSX-S150,125000,19,2375000,Credit card,2375000
2025-08-20,Retail,Yamaha XMAX 300,319000,4,1276000,Transfer,1276000
2025-06-26,Retail,Royal Enfield Classic 350,250000,19,4750000,Cash,4750000
2025-07-06,Retail,Aprilia SR GT 200,219000,28,6132000,Credit card,6132000
2025-06-01,Wholesale,Yamaha Aerox 155,124000,23,2852000,Transfer,2852000
2025-06-08,Retail,Honda ADV 160,164900,48,7915200,Cash,7915200
2025-07-22,Retail,Yamaha Sniper 155,125900,33,4154700,Transfer,4154700
2025-08-18,Retail,Yamaha Serow 250,299000,10,2990000,Transfer,2990000
2025-07-17,Wholesale,Honda ADV 160,164900,31,5111900,Credit card,5111900
2025-07-26,Retail,Honda CBR500R,389000,19,7391000,Transfer,7391000
2025-08-25,Wholesale,CFMoto 300NK,165000,14,2310000,Cash,2310000
2025-06-14,Wholesale,Yamaha MT-15,178000,40,7120000,Credit card,7120000
2025-08-29,Wholesale,Moto Morini X-Cape 650,369000,6,2214000,Cash,2214000
2025-06-28,Wholesale,Zontes GK350,269000,14,3766000,Cash,3766000
2025-08-26,Retail,Moto Morini X-Cape 650,369000,34,12546000,Transfer,12546000
2025-08-17,Wholesale,KTM Duke 200,178000,11,1958000,Transfer,1958000
2025-08-27,Wholesale,Yamaha Serow 250,299000,40,11960000,Transfer,11960000
2025-06-02,Retail,Yamaha XSR155,182000,44,8008000,Transfer,8008000
2025-06-26,Retail,Suzuki Raider R150 Fi,119900,12,1438800,Transfer,1438800
2025-06-14,Retail,Moto Guzzi V7 Stone,689000,21,14469000,Transfer,14469000
2025-07-29,Wholesale,CFMoto 300SR,165000,14,2310000,Transfer,2310000
2025-07-26,Retail,Bristol Bobber 650,398000,18,7164000,Transfer,7164000
2025-06-07,Wholesale,Bristol Bobber 650,398000,8,3184000,Cash,3184000
2025-06-03,Wholesale,Kawasaki Ninja 400,340000,25,8500000,Transfer,8500000
2025-06-23,Wholesale,Vespa Primavera 150,210000,26,5460000,Cash,5460000
2025-06-18,Retail,Kawasaki Ninja 400,340000,9,3060000,Credit card,3060000
2025-07-08,Wholesale,Yamaha NMAX 155,151900,9,1367100,Cash,1367100
2025-06-15,Retail,Suzuki GSX-S150,125000,1,125000,Cash,125000
2025-08-03,Retail,BMW G 310 GS,320000,46,14720000,Transfer,14720000
2025-08-28,Unknown,Zontes 310X,248000,8,1984000,Credit card,1984000
2025-06-28,Wholesale,Suzuki Burgman Street 125,80900,16,1294400,Transfer,1294400
2025-08-13,Retail,Benelli 502C,349000,1,349000,Cash,349000
2025-07-09,Retail,Kawasaki Z400,331000,18,5958000,Credit card,5958000
2025-07-27,Wholesale,Yamaha Sniper 155,125900,16,2014400,Transfer,2014400
2025-06-17,Wholesale,SYM Husky 150,72900,14,1020600,Cash,1020600
2025-08-25,Retail,Honda Click 125i,80900,19,1537100,Transfer,1537100
2025-08-29,Retail,Kawasaki KLX 230,199000,43,8557000,Transfer,8557000
2025-07-14,Wholesale,Vespa GTS Super 300,398000,18,7164000,Cash,7164000
2025-06-25,Wholesale,Rusi Flash 125,48000,40,1920000,Cash,1920000
2025-06-17,Wholesale,CFMoto 650MT,345000,19,6555000,Transfer,6555000
2025-06-13,Retail,Honda ADV 160,164900,11,1813900,Cash,1813900
2025-08-23,Retail,CFMoto 650MT,345000,21,7245000,Transfer,7245000
2025-06-25,Retail,TVS Apache RTR 200 4V,129000,8,1032000,Transfer,1032000
2025-08-07,Wholesale,Moto Morini X-Cape 650,369000,6,2214000,Transfer,2214000
2025-06-10,Retail,Yamaha FZi 150,99900,5,499500,Cash,499500
2025-08-06,Wholesale,Vespa Primavera 150,210000,8,1680000,Transfer,1680000
2025-08-25,Wholesale,Yamaha MT-15,178000,12,2136000,Credit card,2136000
2025-07-04,Retail,Bristol Veloce 500,328000,1,328000,Credit card,328000
2025-06-08,Wholesale,Suzuki Avenis 125,79900,46,3675400,Cash,3675400
2025-07-10,Retail,KTM RC 200,198000,7,1386000,Credit card,1386000
2025-08-22,Retail,Kawasaki KLX 230,199000,9,1791000,Credit card,1791000
2025-07-12,Wholesale,Honda CBR500R,389000,6,2334000,Cash,2334000
2025-07-11,Wholesale,Vespa GTS Super 300,398000,5,1990000,Credit card,1990000
2025-06-06,Retail,BMW G 310 GS,320000,4,1280000,Credit card,1280000
2025-07-22,Wholesale,Bristol Veloce 500,328000,10,3280000,Credit card,3280000
2025-06-26,Wholesale,Honda ADV 160,164900,7,1154300,Credit card,1154300
2025-08-03,Wholesale,KTM 790 Duke,599000,6,3594000,Cash,3594000
2025-07-29,Retail,Kawasaki Z400,331000,48,15888000,Cash,15888000
2025-07-26,Wholesale,Suzuki Avenis 125,79900,5,399500,Credit card,399500
2025-07-29,Wholesale,CFMoto 650MT,345000,12,4140000,Transfer,4140000
2025-08-09,Wholesale,Kawasaki Ninja 400,340000,15,5100000,Transfer,5100000
2025-07-03,Wholesale,Honda Click 125i,80900,21,1698900,Cash,1698900
2025-07-23,Retail,Motorstar Xplorer 250R,78900,4,315600,Credit card,315600
2025-06-22,Retail,Yamaha FZi 150,99900,2,199800,Cash,199800
2025-06-21,Retail,Bajaj CT125,67900,31,2104900,Credit card,2104900
2025-08-09,Wholesale,BMW R nineT,995000,5,4975000,Credit card,4975000
2025-08-09,Wholesale,Kawasaki Ninja 400,340000,12,4080000,Transfer,4080000
2025-06-04,Retail,KTM RC 200,198000,2,396000,Credit card,396000
2025-08-14,Wholesale,Motorstar Xplorer 250R,78900,11,867900,Credit card,867900
2025-08-01,Wholesale,Kawasaki KLX 230,199000,42,8358000,Credit card,8358000
2025-08-01,Retail,Royal Enfield Classic 350,250000,8,2000000,Credit card,2000000
2025-06-24,Wholesale,Yamaha XSR155,182000,32,5824000,Transfer,5824000
2025-07-25,Retail,CFMoto 300NK,165000,28,4620000,Credit card,4620000
2025-06-09,Retail,Yamaha Aerox 155,124000,13,1612000,Cash,1612000
2025-06-03,Retail,Yamaha FZi 150,99900,17,1698300,Credit card,1698300
2025-07-01,Retail,Suzuki GSX-S150,125000,6,750000,Cash,750000
2025-07-10,Wholesale,Bristol Bobber 650,398000,10,3980000,Cash,3980000
2025-07-06,Wholesale,SYM Husky 150,72900,29,2114100,Transfer,2114100
2025-06-24,Wholesale,Yamaha Serow 250,299000,8,2392000,Cash,2392000
2025-06-06,Wholesale,Motorstar Xplorer 250R,78900,8,631200,Cash,631200
2025-08-05,Wholesale,Moto Morini X-Cape 650,369000,18,6642000,Transfer,6642000
2025-08-23,Wholesale,Bristol Bobber 650,398000,33,13134000,Cash,13134000
2025-08-31,Retail,Bajaj CT125,67900,25,1697500,Transfer,1697500
2025-08-14,Retail,Suzuki Avenis 125,79900,5,399500,Transfer,399500
2025-06-04,Wholesale,Yamaha Aerox 155,124000,14,1736000,Credit card,1736000
2025-08-18,Wholesale,Royal Enfield Classic 350,250000,48,12000000,Credit card,12000000
2025-06-06,Retail,Aprilia SR GT 200,219000,4,876000,Cash,876000
2025-07-21,Wholesale,CFMoto 300NK,165000,3,495000,Cash,495000
2025-08-01,Wholesale,Keeway RKS 150 Sport,68900,5,344500,Credit card,344500
2025-07-27,Retail,Moto Morini X-Cape 650,369000,32,11808000,Transfer,11808000
2025-08-05,Retail,Benelli 502C,349000,3,1047000,Transfer,1047000
2025-08-18,Retail,Italjet Dragster 200,289000,42,12138000,Credit card,12138000
2025-08-14,Retail,Yamaha Serow 250,299000,20,5980000,Transfer,5980000
2025-06-08,Wholesale,Husqvarna Svartpilen 401,295000,15,4425000,Credit card,4425000
2025-06-26,Wholesale,Bristol Veloce 500,328000,20,6560000,Transfer,6560000
2025-07-21,Wholesale,Aprilia SR GT 200,219000,3,657000,Credit card,657000
2025-07-15,Wholesale,TVS Apache RTR 200 4V,129000,12,1548000,Cash,1548000
2025-07-14,Retail,Suzuki Raider R150 Fi,119900,18,2158200,Cash,2158200
2025-06-05,Retail,Kawasaki Z400,331000,35,11585000,Cash,11585000
2025-08-09,Wholesale,Moto Guzzi V7 Stone,689000,10,6890000,Transfer,6890000
2025-06-26,Wholesale,Benelli 502C,349000,40,13960000,Transfer,13960000
2025-08-07,Retail,Suzuki GSX-S150,125000,8,1000000,Credit card,1000000
2025-06-19,Retail,Honda CRF300L,284900,13,3703700,Transfer,3703700
2025-08-23,Wholesale,Italjet Dragster 200,289000,12,3468000,Cash,3468000
2025-06-20,Retail,Motorstar Xplorer 250R,78900,43,3392700,Transfer,3392700
2025-06-12,Retail,Zontes 310X,248000,25,6200000,Cash,6200000
2025-07-17,Retail,Keeway RKS 150 Sport,68900,40,2756000,Cash,2756000
2025-06-01,Retail,Vespa Primavera 150,210000,1,210000,Cash,210000
2025-08-29,Wholesale,Vespa GTS Super 300,398000,16,6368000,Cash,6368000
2025-06-14,Wholesale,KTM Duke 200,178000,3,534000,Unknown,534000
2025-08-03,Wholesale,Honda ADV 160,164900,9,1484100,Credit card,1484100
2025-07-08,Wholesale,SYM Jet X 150,128000,35,4480000,Credit card,4480000
2025-07-07,Wholesale,BMW G 310 GS,320000,22,7040000,Credit card,7040000
2025-06-11,Retail,Husqvarna Svartpilen 401,295000,11,3245000,Transfer,3245000
2025-08-16,Wholesale,BMW G 310 GS,320000,8,2560000,Credit card,2560000
2025-06-03,Wholesale,Bajaj CT125,67900,10,679000,Cash,679000
2025-07-03,Retail,Moto Guzzi V7 Stone,689000,6,4134000,Transfer,4134000
2025-06-06,Retail,Yamaha FZi 150,99900,13,1298700,Cash,1298700
2025-07-20,Wholesale,Yamaha XSR155,182000,8,1456000,Transfer,1456000
2025-06-10,Retail,Suzuki Avenis 125,79900,43,3435700,Credit card,3435700
2025-06-05,Wholesale,Honda CBR500R,389000,23,8947000,Cash,8947000
2025-06-23,Retail,Benelli 502C,349000,11,3839000,Credit card,3839000
2025-06-10,Wholesale,CFMoto 650MT,345000,22,7590000,Transfer,7590000
2025-07-14,Wholesale,Moto Guzzi V7 Stone,689000,11,7579000,Credit card,7579000
2025-06-02,Retail,Yamaha FZi 150,99900,48,4795200,Cash,4795200
2025-06-13,Retail,Kawasaki KLX 230,199000,4,796000,Credit card,796000
2025-07-10,Wholesale,CFMoto 650MT,345000,18,6210000,Transfer,6210000
2025-06-02,Wholesale,Moto Morini X-Cape 650,369000,23,8487000,Credit card,8487000
2025-08-23,Retail,CFMoto 300NK,165000,2,330000,Credit card,330000
2025-08-04,Retail,Suzuki Burgman Street 125,80900,46,3721400,Credit card,3721400
2025-08-02,Wholesale,Rusi Flash 125,48000,33,1584000,Cash,1584000
2025-08-12,Retail,SYM Jet X 150,128000,1,128000,Credit card,128000
